因子索引:14 处理:scale,因子索引:0 处理:scale,因子索引:3 处理:scale,因子索引:4 处理:discretization,,,,,,,,因子索引:5 处理:discretization,,,,,,,,,,,,,,,因子索引:7 处理:discretization,,,,,,,,,,因子索引:11 处理:scale,
1.6347183003657646,-1.3887958910715064,-1.4001995869876489,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,6.0,2.0,2.0,5.0,2.0,2.0,-1.5695857100224189,-1.5646967694428062
1.6312271752292322,-1.395885357835515,-1.3962290157778474,1.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,6.0,2.0,2.0,5.0,2.0,-1.5695857100224189,-1.5646967694428062
1.6185194797322537,-1.3920112567643446,-1.3934546127776202,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,5.0,-1.5695857100224189,-1.5646967694428062
1.6834544072717581,-1.3888642214312634,-1.407255903180247,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,-1.5695857100224189,-1.5646967694428062
1.6639041065071765,-1.4025840363622613,-1.4049412100703316,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,6.0,2.0,-1.5695857100224189,-1.5646967694428062
1.6782875420696903,-1.3997656009614949,-1.4070967728336004,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,6.0,-1.5695857100224189,-1.5646967694428062
1.7655656704830023,-1.4026301017733334,-1.4254697935333596,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,-1.5695857100224189,-1.5646967694428062
1.7999183418264819,-1.42209273795133,-1.4298531811496789,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,5.0,2.0,5.0,2.0,2.0,2.0,-1.5695857100224189,-1.5646967694428062
1.8170946774982215,-1.4264021571571324,-1.4336407908981186,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,3.0,5.0,2.0,5.0,2.0,2.0,-1.5695857100224189,-1.5646967694428062
1.8158378724490702,-1.4281050418531009,-1.4301406920175328,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,6.0,2.0,3.0,5.0,2.0,5.0,2.0,-1.5695857100224189,-1.5646967694428062
1.7428035345928103,-1.4249910200646214,-1.4217098586278147,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,6.0,2.0,3.0,5.0,2.0,5.0,-1.5695857100224189,-1.5646967694428062
1.7489479148331075,-1.4160351363953383,-1.4229337016802841,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,6.0,2.0,3.0,5.0,2.0,-1.5695857100224189,-1.5646967694428062
1.7024461280144945,-1.4178117257490219,-1.4147188858142745,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,6.0,2.0,3.0,5.0,-1.5695857100224189,-1.5646967694428062
1.709568023293021,-1.4095153452149221,-1.4157505424577506,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,6.0,2.0,3.0,-1.5695857100224189,-1.5646967694428062
